VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
1,2019-01-01 00:09:02,2019-01-01 00:17:50,N,1,256,80,1,1.20,7.5,0.5,0.5,5.2,0,,0.3,14,1,1,
1,2019-01-01 00:22:12,2019-01-01 00:25:29,N,1,80,80,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1,
1,2019-01-01 00:31:55,2019-01-01 00:52:59,N,1,256,229,1,5.50,19.5,0.5,0.5,4.15,0,,0.3,24.95,1,1,
2,2019-01-01 00:30:20,2019-01-01 00:54:19,N,1,255,231,1,5.01,20,0.5,0.5,4.26,0,,0.3,25.56,1,1,
2,2018-12-31 23:58:06,2019-01-01 00:00:57,N,1,146,7,1,.43,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,
2,2019-01-01 00:40:17,2019-01-01 00:50:23,N,1,146,129,1,2.72,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1,
2,2019-01-01 00:51:16,2019-01-01 01:04:10,N,1,129,157,1,2.15,10.5,0.5,0.5,2.95,0,,0.3,14.75,1,1,
2,2019-01-01 00:30:28,2019-01-01 00:41:18,N,1,256,112,5,2.18,9.5,0.5,0.5,3.24,0,,0.3,14.04,1,1,
2,2019-01-01 00:26:59,2019-01-01 01:01:33,N,1,66,68,5,6.66,25.5,0.5,0.5,0,0,,0.3,26.8,2,1,
2,2019-01-01 00:39:09,2019-01-01 00:42:32,N,1,7,7,1,.57,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,
2,2019-01-01 00:35:13,2019-01-01 01:18:53,N,1,74,62,1,13.90,44,0.5,0.5,0,0,,0.3,45.3,1,1,
1,2019-01-01 00:35:52,2019-01-01 00:40:00,N,1,7,260,1,.80,5,0.5,0.5,0,0,,0.3,6.3,2,1,
1,2019-01-01 00:48:27,2019-01-01 00:55:49,N,1,7,223,1,1.40,7,0.5,0.5,0,0,,0.3,8.3,2,1,
2,2019-01-01 00:01:21,2019-01-01 00:08:45,N,1,97,181,1,1.21,7,0.5,0.5,0,0,,0.3,8.3,2,1,
2,2019-01-01 00:24:39,2019-01-01 00:43:17,N,1,181,17,1,2.74,14,0.5,0.5,2,0,,0.3,17.3,1,1,
2,2019-01-01 00:44:25,2019-01-01 00:53:03,N,1,17,256,1,1.99,8.5,0.5,0.5,2.45,0,,0.3,12.25,1,1,
2,2019-01-01 00:44:58,2019-01-01 01:13:46,N,1,41,254,1,9.97,32,0.5,0.5,0,0,,0.3,33.3,1,1,
2,2019-01-01 00:08:07,2019-01-01 00:18:36,N,1,182,182,3,1.36,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-01 00:40:23,2019-01-01 00:56:12,N,1,106,89,2,2.80,13,0.5,0.5,0,0,,0.3,14.3,1,1,
2,2019-01-01 00:29:46,2019-01-01 00:41:09,N,1,181,52,6,1.52,9,0.5,0.5,2.06,0,,0.3,12.36,1,1,
2,2019-01-01 00:01:17,2019-01-01 00:21:33,N,1,106,14,1,3.08,15,0.5,0.5,0,0,,0.3,16.3,2,1,
2,2019-01-01 00:59:07,2019-01-01 01:30:20,N,1,97,42,1,12.03,35.5,0.5,0.5,0,0,,0.3,36.8,2,1,
2,2019-01-01 00:44:31,2019-01-01 01:25:32,N,1,223,223,1,13.54,42.5,0.5,0.5,0,0,,0.3,43.8,2,1,
2,2019-01-01 00:23:15,2019-01-01 01:10:07,N,1,95,262,1,10.76,40,0.5,0.5,0,0,,0.3,41.3,1,1,
2,2019-01-01 00:33:41,2019-01-01 00:54:35,N,1,75,137,1,4.58,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1,
2,2019-01-01 00:33:40,2019-01-01 00:59:29,N,1,119,32,1,5.52,21.5,0.5,0.5,0,0,,0.3,22.8,1,1,
2,2019-01-01 00:31:28,2019-01-01 00:57:27,N,5,255,91,3,10.98,30,0,0,6,0,,0,36,1,2,
1,2019-01-01 00:19:22,2019-01-01 00:31:33,N,1,66,65,2,1.40,9.5,0.5,0.5,0,0,,0.3,10.8,2,1,
1,2019-01-01 00:45:24,2019-01-01 01:09:30,N,1,49,35,2,4.10,18,0.5,0.5,0,0,,0.3,19.3,1,1,
2,2019-01-01 01:00:28,2019-01-01 01:16:36,N,1,173,129,1,2.26,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,
2,2019-01-01 00:41:11,2019-01-01 00:48:14,N,1,166,74,1,1.43,7,0.5,0.5,2.49,0,,0.3,10.79,1,1,
2,2019-01-01 00:55:18,2019-01-01 00:58:08,N,1,223,223,1,.76,4.5,0.5,0.5,1.45,0,,0.3,7.25,1,1,
2,2019-02-01 00:10:19,2019-02-01 00:21:43,N,1,92,135,1,2.79,11,0.5,0.5,3.08,0,,0.3,15.38,1,1,0
2,2019-02-01 00:02:16,2019-02-01 00:24:37,N,1,66,36,1,4.46,17.5,0.5,0.5,3.76,0,,0.3,22.56,1,1,0
2,2019-02-01 00:37:19,2019-02-01 00:43:07,N,1,255,112,1,1.26,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
1,2019-02-01 00:10:10,2019-02-01 00:12:21,N,1,75,238,1,.70,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
1,2019-02-01 00:30:19,2019-02-01 00:46:14,N,1,75,48,1,3.90,14.5,0.5,0.5,0,0,,0.3,15.8,2,1,0
1,2019-02-01 00:43:46,2019-02-01 00:46:08,N,1,7,7,1,.60,4,0.5,0.5,1,0,,0.3,6.3,1,1,0
2,2019-02-01 00:32:56,2019-02-01 00:45:10,N,1,255,37,1,2.31,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1,0
2,2019-02-01 00:55:28,2019-02-01 01:13:53,N,1,80,192,1,8.70,26,0.5,0.5,0,0,,0.3,27.3,2,1,0
2,2019-02-01 00:26:19,2019-02-01 00:37:58,N,1,265,248,3,6.51,19.5,0.5,0.5,0,0,,0.3,20.8,2,1,0
2,2019-02-01 00:59:41,2019-02-01 01:04:06,N,1,82,83,1,1.01,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1,0
2,2019-02-01 00:13:06,2019-02-01 00:18:47,N,1,74,159,1,1.62,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2019-02-01 00:23:40,2019-02-01 00:27:00,N,1,247,42,1,.65,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,2019-02-01 00:41:21,2019-02-01 00:56:58,N,1,42,161,1,5.65,17.5,0.5,0.5,0,0,,0.3,18.8,1,1,0
2,2019-02-01 00:23:25,2019-02-01 00:27:55,N,1,255,112,1,1.14,5.5,0.5,0.5,1.7,0,,0.3,8.5,1,1,0
2,2019-02-01 00:36:32,2019-02-01 01:04:46,N,1,255,143,1,7.69,25.5,0.5,0.5,5.36,0,,0.3,32.16,1,1,0
1,2019-02-01 00:35:09,2019-02-01 00:37:39,N,1,49,49,1,.60,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-02-01 00:55:55,2019-02-01 00:55:59,N,1,42,42,1,.02,2.5,0.5,0.5,0,0,,0.3,3.8,2,1,0
1,2019-02-01 00:04:12,2019-02-01 00:22:42,N,5,116,241,2,5.00,7,0,0,0,0,,0,7,4,2,0
2,2019-02-01 00:29:26,2019-02-01 01:02:17,N,1,112,216,1,11.21,35.5,0.5,0.5,0,0,,0.3,36.8,2,1,0
2,2019-02-01 00:42:56,2019-02-01 01:07:51,N,1,66,225,2,7.73,25.5,0.5,0.5,3.5,0,,0.3,30.3,1,1,0
1,2019-02-01 00:43:50,2019-02-01 00:49:30,Y,1,41,42,1,.80,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,2019-02-01 00:31:30,2019-02-01 00:34:27,N,1,82,160,1,.48,4,0.5,0.5,1,0,,0.3,6.3,1,1,0
2,2019-02-01 00:48:10,2019-02-01 00:52:36,N,1,82,56,1,.80,5,0.5,0.5,0,0,,0.3,6.3,1,1,0
2,2019-02-01 00:07:40,2019-02-01 00:13:57,N,1,82,129,3,1.21,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,2019-02-01 00:32:41,2019-02-01 00:41:18,N,1,129,56,3,2.14,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,2019-02-01 01:01:08,2019-02-01 01:06:23,N,1,260,226,2,1.32,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1,0
2,2019-02-01 00:10:03,2019-02-01 00:22:04,N,1,83,56,1,2.23,10,0.5,0.5,0,0,,0.3,11.3,2,1,0
2,2019-02-01 00:35:27,2019-02-01 00:40:27,N,1,7,7,1,1.05,5.5,0.5,0.5,2,0,,0.3,8.8,1,1,0
2,2019-02-01 00:50:18,2019-02-02 00:40:27,N,1,7,146,1,.81,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-02-01 00:09:52,2019-02-01 00:15:16,N,1,134,216,2,2.62,9,0.5,0.5,0,0,,0.3,10.3,1,1,0
2,2019-02-01 00:23:28,2019-02-01 00:26:54,N,1,134,134,2,.75,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1,0
2,2019-02-01 00:16:15,2019-02-01 00:23:37,N,1,80,37,5,1.34,7,0.5,0.5,1.66,0,,0.3,9.96,1,1,0
2,2019-02-01 00:35:40,2019-02-01 00:39:18,N,1,36,36,5,.10,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-02-01 00:44:32,2019-02-01 01:04:41,N,1,36,145,5,4.51,17,0.5,0.5,5.49,0,,0.3,23.79,1,1,0
2,2019-02-01 00:19:51,2019-02-01 00:27:11,N,1,82,157,1,2.19,8.5,0.5,0.5,3,0,,0.3,12.8,1,1,0
2,2019-02-01 00:40:43,2019-02-01 01:05:23,N,1,260,124,1,6.79,24,0.5,0.5,2,0,,0.3,27.3,1,1,0
2,2019-02-01 00:03:16,2019-02-01 00:14:29,N,1,130,203,1,6.94,19.5,0.5,0.5,0,0,,0.3,20.8,1,1,0
2,2019-02-01 00:34:18,2019-02-01 00:43:17,N,1,130,218,1,2.60,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1,0
2,2019-02-01 00:48:25,2019-02-01 00:58:19,N,1,82,134,1,2.79,11,0.5,0.5,3.08,0,,0.3,15.38,1,1,0
2,2019-02-01 00:48:45,2019-02-01 00:51:56,N,1,223,223,5,.78,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,2019-02-01 00:14:41,2019-02-01 00:27:06,N,1,130,191,1,3.80,13,0.5,0.5,3.58,0,,0.3,17.88,1,1,0
2,2019-02-01 00:31:53,2019-02-01 00:50:05,N,1,51,136,5,6.08,20,0.5,0.5,0,0,,0.3,21.3,1,1,0
2,2019-02-01 00:35:19,2019-02-01 00:38:54,N,1,223,223,2,.96,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1,0
1,2019-02-01 00:08:13,2019-02-01 00:17:54,N,1,244,127,1,3.20,11,0.5,0.5,2,0,,0.3,14.3,1,1,0
2,2019-02-01 00:29:20,2019-02-01 01:04:15,N,1,66,161,6,7.16,29,0.5,0.5,7.58,0,,0.3,37.88,1,1,0
2,2019-02-01 00:26:26,2019-02-01 00:30:59,N,1,7,260,1,1.00,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,0
2,2019-02-01 00:43:02,2019-02-01 00:46:38,N,1,7,7,1,.71,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1,0
1,2019-02-01 00:27:08,2019-02-01 00:38:53,N,1,82,129,2,1.30,9,0.5,0.5,0,0,,0.3,10.3,1,1,0
1,2019-02-01 00:39:58,2019-02-01 00:43:05,N,1,129,70,1,.50,4.5,0.5,0.5,0,0,,0.3,5.8,1,1,0
2,2019-02-01 00:59:43,2019-02-01 01:04:48,N,1,7,7,1,.79,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2019-02-01 00:12:43,2019-02-01 00:19:02,N,1,244,152,1,1.27,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,2019-02-01 00:21:27,2019-02-01 00:34:44,N,1,152,42,1,1.23,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
1,2019-02-01 00:41:43,2019-02-01 00:46:11,N,1,256,80,1,.70,5,0.5,0.5,1.25,0,,0.3,7.55,1,1,0
2,2019-02-01 00:06:43,2019-02-01 00:18:21,N,5,42,136,1,4.33,20,0,0,0,0,,0,20,2,2,0
2,2019-03-01 00:02:21,2019-03-01 00:04:52,N,1,193,193,1,.00,3.5,0.5,0.5,1.44,0,,0.3,6.24,1,1,0
2,2019-03-01 00:42:31,2019-03-01 00:47:42,N,1,80,256,1,.72,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,0
1,2019-03-01 00:15:53,2019-03-01 00:18:37,N,1,7,179,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-02-28 23:55:58,2019-03-01 00:01:30,N,1,256,80,1,1.19,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2019-03-01 00:55:58,2019-03-01 00:58:12,N,1,223,223,1,.55,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-03-01 00:19:39,2019-03-01 00:37:04,N,1,49,76,1,4.17,15.5,0.5,0.5,0,0,,0.3,16.8,2,1,0
2,2019-03-01 00:41:08,2019-03-01 00:45:05,N,1,166,166,1,.83,5,0.5,0.5,1.26,0,,0.3,7.56,1,1,0
2,2019-03-01 00:00:12,2019-03-01 00:18:29,N,5,56,15,1,9.47,20.44,0,0.5,0,0,,0,20.94,1,2,0
2,2019-03-01 00:21:10,2019-03-01 00:36:06,N,1,65,256,1,2.79,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,0
2,2019-03-01 00:45:34,2019-03-01 00:56:34,N,1,255,80,1,2.01,9,0.5,0.5,1.11,0,,0.3,11.41,1,1,0
1,2019-03-01 00:08:19,2019-03-01 00:18:40,N,1,82,226,2,3.30,12,0.5,0.5,3.3,0,,0.3,16.6,1,1,0
2,2019-03-01 00:14:11,2019-03-01 00:19:35,N,1,66,54,2,1.88,7.5,0.5,0.5,2.2,0,,0.3,11,1,1,0
1,2019-03-01 00:12:06,2019-03-01 00:16:19,N,1,42,247,1,1.20,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,2019-03-01 00:14:09,2019-03-01 00:17:46,N,1,56,56,1,.60,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,2019-03-01 00:48:49,2019-03-01 00:51:16,N,1,82,56,1,.31,3.5,0.5,0.5,0,0,,0.3,4.8,2,1,0
2,2019-03-01 00:53:22,2019-03-01 00:59:03,N,1,129,129,3,.68,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
1,2019-03-01 00:13:44,2019-03-01 00:29:41,N,1,26,89,1,2.90,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,0
2,2019-03-01 00:58:12,2019-03-01 01:03:10,N,5,241,241,1,.83,8,0,0,1,0,,0,9,1,2,0
2,2019-03-01 00:30:20,2019-03-01 00:33:28,N,1,80,80,1,.49,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,0
2,2019-03-01 00:42:37,2019-03-01 00:47:03,N,1,255,80,1,.73,5,0.5,0.5,1.26,0,,0.3,7.56,1,1,0
2,2019-03-01 00:34:22,2019-03-01 00:39:40,N,1,41,116,1,1.34,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,2019-03-01 00:26:27,2019-03-01 00:27:53,N,1,7,7,1,.43,3.5,0.5,0.5,0.5,0,,0.3,5.3,1,1,0
2,2019-03-01 00:54:30,2019-03-01 01:13:41,N,1,7,79,1,5.93,19,0.5,0.5,1,0,,0.3,24.05,1,1,2.75
2,2019-03-01 00:05:44,2019-03-01 00:19:37,N,1,166,243,2,5.40,17.5,0.5,0.5,0,0,,0.3,18.8,2,1,0
1,2019-03-01 00:04:22,2019-03-01 00:25:34,N,1,83,171,1,8.20,25,0.5,0.5,2.7,0,,0.3,29,1,1,0
2,2019-03-01 00:34:41,2019-03-01 00:41:26,N,1,134,216,2,2.63,9.5,0.5,0.5,0,0,,0.3,10.8,1,1,0
2,2019-03-01 00:07:04,2019-03-01 00:18:45,N,1,65,17,1,2.41,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1,0
2,2019-03-01 00:37:33,2019-03-01 01:06:00,N,1,36,68,1,9.25,30,0.5,0.5,6.81,0,,0.3,40.86,1,1,2.75
2,2019-03-01 00:14:45,2019-03-01 00:26:28,N,1,83,92,1,5.69,18,0.5,0.5,0,0,,0.3,19.3,2,1,0
2,2019-03-01 00:42:24,2019-03-01 00:57:18,N,1,7,129,1,2.97,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
2,2019-03-01 00:01:55,2019-03-01 00:09:57,N,1,7,223,1,1.60,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1,0
2,2019-03-01 00:06:08,2019-03-01 00:08:30,N,1,75,41,1,.65,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-03-01 00:16:08,2019-03-01 00:20:08,N,1,75,75,1,.81,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-03-01 00:13:38,2019-03-01 00:19:15,N,1,82,56,1,.96,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2019-03-01 00:31:33,2019-03-01 00:35:37,N,1,82,56,1,.51,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1,0
2,2019-03-01 00:39:49,2019-03-01 01:03:26,N,1,82,48,1,8.33,26.5,0.5,0.5,0,0,,0.3,30.55,2,1,2.75
2,2019-03-01 00:17:18,2019-03-01 00:27:06,N,1,66,144,1,2.44,10.5,0.5,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,2019-03-01 00:49:14,2019-03-01 01:01:44,N,1,66,181,1,2.97,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
2,2019-03-01 00:33:23,2019-03-01 00:52:46,N,1,255,67,1,9.86,28.5,0.5,0.5,5.96,0,,0.3,35.76,1,1,0
2,2019-03-01 00:47:05,2019-03-01 01:10:22,N,1,82,180,1,5.67,21,0.5,0.5,0,0,,0.3,22.3,2,1,0
2,2019-03-01 00:25:17,2019-03-01 00:37:54,N,1,80,145,1,2.69,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,0
2,2019-03-01 00:09:49,2019-03-01 00:10:06,N,5,212,248,1,.51,7,0,0,0,0,,0,7,1,2,0
2,2019-03-01 00:26:54,2019-03-01 00:29:47,N,5,212,182,1,.58,7,0,0,0,0,,0,7,1,2,0
2,2019-03-01 00:39:13,2019-03-01 00:51:11,N,1,248,18,1,3.54,13,0.5,0.5,0,0,,0.3,14.3,2,1,0
2,2019-03-01 00:23:17,2019-03-01 00:43:45,N,1,255,137,5,4.42,17,0.5,0.5,5.26,0,,0.3,26.31,1,1,2.75
2,2019-03-01 00:53:39,2019-03-01 00:58:35,N,1,83,82,1,.96,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2019-03-01 00:18:08,2019-03-01 00:31:19,N,1,92,53,1,3.08,12,0.5,0.5,2,0,,0.3,15.3,1,1,0
2,2019-03-01 00:27:32,2019-03-01 00:46:54,N,1,66,237,1,7.76,24,0.5,0.5,5.61,0,,0.3,33.66,1,1,2.75
2,2019-03-01 00:51:02,2019-03-01 00:56:10,N,1,7,179,1,.98,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2019-03-01 00:05:39,2019-03-01 00:20:56,N,1,36,97,1,3.42,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,0
2,2019-02-28 19:06:25,2019-02-28 19:19:16,N,1,41,69,1,3.23,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,0
2,2019-03-01 00:01:15,2019-03-01 00:18:13,N,1,25,188,1,3.11,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1,0
2,2019-03-01 00:10:11,2019-03-01 00:13:25,N,1,116,116,1,.39,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,0
2,2019-03-01 00:31:33,2019-03-01 00:36:41,N,1,244,116,1,.90,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2019-04-01 00:18:40,2019-04-01 00:37:56,N,1,129,234,1,7.72,24,0.5,0.5,0,6.12,,0.3,34.17,2,1,2.75
2,2019-04-01 00:18:24,2019-04-01 00:28:09,N,1,7,83,1,2.73,11,0.5,0.5,0,0,,0.3,12.3,2,1,0
2,2019-04-01 00:31:24,2019-04-01 00:38:28,N,1,82,82,1,1.57,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2019-04-01 00:48:30,2019-04-01 00:58:28,N,1,82,83,1,.88,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
1,2019-04-01 00:04:42,2019-04-01 00:16:50,N,1,7,129,1,3.10,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
1,2019-04-01 00:01:51,2019-04-01 00:10:34,N,1,179,129,1,2.80,10.5,0.5,0.5,3.5,0,,0.3,15.3,1,1,0
1,2019-04-01 00:34:12,2019-04-01 00:44:59,N,1,260,95,1,3.00,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,0
2,2019-04-01 00:25:18,2019-04-01 00:33:51,N,1,74,151,1,2.86,10,0.5,0.5,2.26,0,,0.3,13.56,1,1,0
1,2019-04-01 00:04:15,2019-04-01 00:22:09,N,1,7,129,1,3.50,15.5,0.5,0.5,0,0,,0.3,16.8,2,1,0
2,2019-04-01 00:19:13,2019-04-01 00:30:32,N,1,265,248,3,6.39,19,0.5,0.5,0,0,,0.3,20.3,2,1,0
2,2019-04-01 00:20:45,2019-04-01 00:28:44,N,1,83,82,1,1.29,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1,0
2,2019-04-01 00:14:57,2019-04-01 00:24:56,N,1,119,243,1,1.89,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,2019-04-01 00:48:03,2019-04-01 00:52:11,N,1,169,94,1,.76,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-01 00:10:25,2019-04-01 00:24:26,N,1,7,229,1,3.65,14.5,0.5,0.5,0,0,,0.3,18.55,2,1,2.75
2,2019-04-01 00:46:41,2019-04-01 01:04:30,N,1,7,164,1,5.18,17.5,0.5,0.5,0,0,,0.3,21.55,2,1,2.75
2,2019-04-01 00:37:16,2019-04-01 00:55:45,N,1,255,90,1,5.33,18,0.5,0.5,3.8,0,,0.3,25.85,1,1,2.75
1,2019-04-01 00:04:16,2019-04-01 00:07:01,N,1,255,256,2,.60,4,0.5,0.5,1,0,,0.3,6.3,1,1,0
1,2019-04-01 00:22:52,2019-04-01 00:30:52,N,1,255,112,4,1.30,7.5,0.5,0.5,1,0,,0.3,9.8,1,1,0
2,2019-04-01 00:03:14,2019-04-01 00:10:53,N,1,244,243,4,1.34,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,0
1,2019-04-01 00:43:20,2019-04-01 00:50:38,N,1,256,17,1,1.20,7,0,0.5,0.5,0,,0.3,8.3,1,1,0
2,2019-04-01 00:36:50,2019-04-01 00:57:35,N,5,39,61,1,4.27,20,0,0.5,0,0,,0,20.5,1,2,0
2,2019-04-01 00:11:54,2019-04-01 00:36:00,N,1,75,217,1,9.05,28,0.5,0.5,0,0,,0.3,32.05,2,1,2.75
2,2019-04-01 00:56:10,2019-04-01 01:00:31,N,1,82,82,1,.85,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-01 00:32:22,2019-04-01 00:49:46,N,1,129,226,3,3.00,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,0
2,2019-04-01 00:34:12,2019-04-01 00:36:58,N,1,247,119,1,.77,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-01 00:57:38,2019-04-01 01:07:20,N,1,255,157,1,3.04,10.5,0.5,0.5,1,0,,0.3,12.8,1,1,0
2,2019-04-01 00:59:36,2019-04-01 01:07:02,N,1,168,75,1,2.16,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1,0
2,2019-04-01 00:06:25,2019-04-01 00:12:13,N,1,116,116,1,.99,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,2019-04-01 00:37:59,2019-04-01 00:54:18,N,1,41,230,1,5.09,17,0.5,0.5,0,0,,0.3,21.05,1,1,2.75
2,2019-04-01 00:31:38,2019-04-01 00:46:14,N,1,7,226,1,2.69,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
2,2019-04-01 00:40:50,2019-04-01 00:59:28,N,1,260,181,1,11.97,33,0.5,0.5,0,0,,0.3,34.3,2,1,0
2,2019-04-01 00:04:15,2019-04-01 00:10:34,N,1,83,83,1,1.01,6,0.5,0.5,1.82,0,,0.3,9.12,1,1,0
2,2019-04-01 00:51:17,2019-04-01 00:55:46,N,1,83,260,1,.90,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-01 00:07:31,2019-04-01 00:11:34,N,1,223,223,1,.90,5,0.5,0.5,1,0,,0.3,7.3,1,1,0
2,2019-04-01 00:52:03,2019-04-01 01:01:12,N,1,223,7,1,1.82,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1,0
2,2019-04-01 00:55:48,2019-04-01 01:01:40,N,1,41,74,1,.90,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
